lead_id,inquiry_date,channel,property_type
L01351,2025-12-07,직영,원룸
L01352,2025-12-21,중개플랫폼,투룸
L01353,2025-12-14,중개플랫폼,투룸
L01354,2025-12-19,중개플랫폼,상가
L01355,2025-12-02,중개사,투룸
L01356,2025-12-25,중개플랫폼,투룸
L01357,2025-12-21,중개사,원룸
L01358,2025-12-03,중개플랫폼,원룸
L01359,2025-12-14,중개플랫폼,투룸
L01360,2025-12-09,,원룸
L01361,2025-12-02,,원룸
L01362,2025-12-24,중개사,원룸
L01363,2025-12-10,중개플랫폼,원룸
L01364,2025-12-05,직영,상가
L01365,2025-12-12,중개사,투룸
L01366,2025-12-24,직영,원룸
L01367,2025-12-21,중개사,원룸
L01368,2025-12-03,중개플랫폼,원룸
L01369,2025-12-17,중개플랫폼,원룸
L01370,2025-12-17,중개플랫폼,원룸
L01371,2025-12-03,중개플랫폼,투룸
L01372,2025-12-25,중개사,원룸
L01373,2025-12-27,중개사,투룸
L01374,2025-12-24,중개플랫폼,원룸
L01375,2025-12-05,중개사,상가
L01376,2025-12-28,직영,원룸
L01377,2025-12-03,중개플랫폼,투룸
L01378,2025-12-23,,원룸
L01379,2025-12-21,중개사,투룸
L01380,2025-12-22,중개플랫폼,원룸
L01381,2025-12-23,중개플랫폼,원룸
L01382,2025-12-28,중개사,원룸
L01383,2025-12-11,,투룸
L01384,2025-12-16,직영,상가
L01385,2025-12-09,중개플랫폼,투룸
L01386,2025-12-16,중개사,투룸
L01387,2025-12-16,중개사,투룸
L01388,2025-12-20,중개사,원룸
L01389,2025-12-18,중개사,원룸
L01390,2025-12-14,직영,투룸
L01391,2025-12-11,중개사,투룸
L01392,2025-12-04,중개사,원룸
L01393,2025-12-12,중개플랫폼,투룸
L01394,2025-12-24,중개플랫폼,투룸
L01395,2025-12-28,중개사,원룸
L01396,2025-12-21,중개사,투룸
L01397,2025-12-13,직영,투룸
L01398,2025-12-08,직영,상가
L01399,2025-12-13,중개사,투룸
L01400,2025-12-26,중개플랫폼,투룸
L01401,2025-12-23,중개플랫폼,상가
L01402,2025-12-22,중개플랫폼,원룸
L01403,2025-12-23,중개플랫폼,원룸
L01404,2025-12-15,중개플랫폼,투룸
L01405,2025-12-28,중개플랫폼,원룸
L01406,2025-12-14,중개플랫폼,원룸
L01407,2025-12-18,중개사,원룸
L01408,2025-12-20,중개사,원룸
L01409,2025-12-07,직영,투룸
L01410,2025-12-09,직영,원룸
L01411,2025-12-04,중개플랫폼,원룸
L01412,2025-12-10,직영,원룸
L01413,2025-12-07,직영,투룸
L01414,2025-12-24,중개플랫폼,투룸
L01415,2025-12-08,중개사,원룸
L01416,2025-12-09,직영,투룸
L01417,2025-12-12,중개사,투룸
L01418,2025-12-15,직영,원룸
L01419,2025-12-09,중개사,상가
L01420,2025-12-28,중개플랫폼,투룸
L01421,2025-12-07,중개사,원룸
L01422,2025-12-09,중개플랫폼,원룸
L01423,2025-12-08,중개플랫폼,투룸
L01424,2025-12-10,중개플랫폼,투룸
L01425,2025-12-05,중개사,투룸
L01426,2025-12-03,중개플랫폼,투룸
L01427,2025-12-12,중개사,원룸
L01428,2025-12-26,중개플랫폼,투룸
L01429,2025-12-11,중개사,원룸
L01430,2025-12-09,중개사,원룸
L01431,2025-05-09,중개사,원룸
L01432,2024-12-07,중개플랫폼,원룸
L01433,2024-12-11,중개플랫폼,원룸
L01434,2025-11-02,중개사,투룸
L01435,2025-08-11,중개플랫폼,투룸
L01436,2024-08-12,직영,원룸
L01437,2025-08-15,중개플랫폼,원룸
L01438,2025-05-22,중개플랫폼,원룸
L01439,2024-12-25,중개플랫폼,원룸
L01440,2024-07-16,중개사,상가
L01441,2025-05-21,중개사,원룸
L01442,2024-09-16,중개플랫폼,투룸
L01443,2024-12-02,중개플랫폼,상가
L01444,2024-11-27,중개플랫폼,투룸
L01445,2025-10-17,중개사,원룸
L01446,2025-02-18,중개사,원룸
L01447,2024-12-10,중개플랫폼,원룸
L01448,2025-12-03,중개사,원룸
L01449,2025-09-20,중개플랫폼,원룸
L01450,2025-01-07,중개플랫폼,투룸
L01451,2025-09-18,중개사,원룸
L01452,2024-12-25,중개사,투룸
L01453,2024-11-03,중개플랫폼,상가
L01454,2024-06-16,중개사,원룸
L01455,2025-11-08,중개플랫폼,투룸
L01456,2024-10-13,중개플랫폼,원룸
L01457,2025-01-28,중개플랫폼,원룸
L01458,2025-12-05,중개플랫폼,원룸
